Provider Column,Race,Sex,Ethnicity,County,Count,Age,Year
1,Asian,Male,Not Hispanic,1,8,16,2021
1,Asian,Female,Not Hispanic,1,10,16,2021
1,TOM,Male,Not Hispanic,1,5,16,2021
1,TOM,Female,Not Hispanic,1,4,16,2021
1,White,Male,Hispanic,1,11,16,2021
1,White,Female,Hispanic,1,5,16,2021
1,Black,Female,Hispanic,1,1,16,2021
1,TOM,Male,Hispanic,1,2,16,2021
1,White,Male,Not Hispanic,1,693,17,2021
1,White,Female,Not Hispanic,1,884,17,2021
1,Black,Male,Not Hispanic,1,13,17,2021
1,Black,Female,Not Hispanic,1,17,17,2021
1,AIAN,Male,Not Hispanic,1,1,17,2021
1,Asian,Male,Not Hispanic,1,5,17,2021
1,Asian,Female,Not Hispanic,1,5,17,2021
1,TOM,Male,Not Hispanic,1,2,17,2021
1,TOM,Female,Not Hispanic,1,6,17,2021
1,White,Male,Hispanic,1,3,17,2021
1,White,Female,Hispanic,1,5,17,2021
1,AIAN,Male,Hispanic,1,1,17,2021
1,White,Male,Not Hispanic,1,732,18,2021
1,White,Female,Not Hispanic,1,1092,18,2021
1,Black,Male,Not Hispanic,1,21,18,2021
1,Black,Female,Not Hispanic,1,20,18,2021
1,AIAN,Female,Not Hispanic,1,4,18,2021
1,Asian,Male,Not Hispanic,1,4,18,2021
1,Asian,Female,Not Hispanic,1,6,18,2021
1,TOM,Male,Not Hispanic,1,6,18,2021
1,TOM,Female,Not Hispanic,1,13,18,2021
1,White,Male,Hispanic,1,13,18,2021
1,White,Female,Hispanic,1,4,18,2021
1,White,Male,Not Hispanic,3,69,1,2021
1,White,Female,Not Hispanic,3,73,1,2021
1,Black,Male,Not Hispanic,3,36,1,2021
1,Black,Female,Not Hispanic,3,46,1,2021
1,TOM,Male,Not Hispanic,3,12,1,2021
1,TOM,Female,Not Hispanic,3,9,1,2021
1,White,Male,Hispanic,3,2,1,2021
1,White,Female,Hispanic,3,3,1,2021
1,Black,Female,Hispanic,3,2,1,2021
1,White,Male,Not Hispanic,3,115,2,2021
1,White,Female,Not Hispanic,3,86,2,2021
1,Black,Male,Not Hispanic,3,49,2,2021
1,Black,Female,Not Hispanic,3,43,2,2021
1,Asian,Male,Not Hispanic,3,1,2,2021
1,TOM,Male,Not Hispanic,3,6,2,2021
1,TOM,Female,Not Hispanic,3,12,2,2021
1,White,Male,Hispanic,3,5,2,2021
1,White,Female,Hispanic,3,7,2,2021
1,Black,Male,Hispanic,3,2,2,2021
1,Black,Female,Hispanic,3,1,2,2021
1,TOM,Female,Hispanic,3,1,2,2021
1,White,Male,Not Hispanic,3,87,3,2021
1,White,Female,Not Hispanic,3,85,3,2021
1,Black,Male,Not Hispanic,3,49,3,2021
1,Black,Female,Not Hispanic,3,50,3,2021
1,TOM,Male,Not Hispanic,3,11,3,2021
1,TOM,Female,Not Hispanic,3,14,3,2021
1,White,Male,Hispanic,3,5,3,2021
1,White,Female,Hispanic,3,2,3,2021
1,Black,Female,Hispanic,3,2,3,2021
1,AIAN,Female,Hispanic,3,1,3,2021
1,TOM,Male,Hispanic,3,1,3,2021
1,TOM,Female,Hispanic,3,2,3,2021
1,White,Male,Not Hispanic,3,91,4,2021
1,White,Female,Not Hispanic,3,81,4,2021
1,Black,Male,Not Hispanic,3,59,4,2021
1,Black,Female,Not Hispanic,3,48,4,2021
1,TOM,Male,Not Hispanic,3,11,4,2021
1,TOM,Female,Not Hispanic,3,7,4,2021
1,White,Male,Hispanic,3,2,4,2021
1,White,Female,Hispanic,3,4,4,2021
1,Black,Male,Hispanic,3,1,4,2021
1,Black,Female,Hispanic,3,2,4,2021
1,White,Male,Not Hispanic,3,52,5,2021
1,White,Female,Not Hispanic,3,56,5,2021
1,Black,Male,Not Hispanic,3,39,5,2021
1,Black,Female,Not Hispanic,3,36,5,2021
1,AIAN,Male,Not Hispanic,3,1,5,2021
1,Asian,Male,Not Hispanic,3,2,5,2021
1,TOM,Male,Not Hispanic,3,3,5,2021
1,TOM,Female,Not Hispanic,3,4,5,2021
1,White,Male,Hispanic,3,3,5,2021
1,White,Female,Hispanic,3,2,5,2021
1,Black,Female,Hispanic,3,1,5,2021
1,White,Male,Not Hispanic,3,65,6,2021
1,White,Female,Not Hispanic,3,63,6,2021
1,Black,Male,Not Hispanic,3,54,6,2021
1,Black,Female,Not Hispanic,3,33,6,2021
1,NHOPI,Male,Not Hispanic,3,1,6,2021
1,TOM,Male,Not Hispanic,3,4,6,2021
1,TOM,Female,Not Hispanic,3,3,6,2021
1,White,Male,Hispanic,3,1,6,2021
1,White,Female,Hispanic,3,1,6,2021
1,Black,Male,Hispanic,3,4,6,2021
1,Black,Female,Hispanic,3,1,6,2021
1,TOM,Female,Hispanic,3,1,6,2021
1,White,Male,Not Hispanic,3,76,7,2021
1,White,Female,Not Hispanic,3,85,7,2021
1,Black,Male,Not Hispanic,3,38,7,2021
1,Black,Female,Not Hispanic,3,43,7,2021
1,AIAN,Male,Not Hispanic,3,1,7,2021
1,NHOPI,Male,Not Hispanic,3,1,7,2021
1,TOM,Male,Not Hispanic,3,2,7,2021
1,White,Male,Hispanic,3,2,7,2021
1,White,Female,Hispanic,3,1,7,2021
1,Black,Male,Hispanic,3,1,7,2021
1,TOM,Male,Hispanic,3,1,7,2021
1,White,Male,Not Hispanic,3,79,8,2021
1,White,Female,Not Hispanic,3,78,8,2021
1,Black,Male,Not Hispanic,3,40,8,2021
1,Black,Female,Not Hispanic,3,27,8,2021
1,AIAN,Female,Not Hispanic,3,1,8,2021
1,Asian,Male,Not Hispanic,3,1,8,2021
1,TOM,Male,Not Hispanic,3,4,8,2021
1,TOM,Female,Not Hispanic,3,1,8,2021
1,White,Male,Hispanic,3,3,8,2021
1,White,Female,Hispanic,3,1,8,2021
1,AIAN,Female,Hispanic,3,1,8,2021
1,TOM,Male,Hispanic,3,3,8,2021
1,White,Male,Not Hispanic,3,95,9,2021
1,White,Female,Not Hispanic,3,76,9,2021
1,Black,Male,Not Hispanic,3,34,9,2021
1,Black,Female,Not Hispanic,3,53,9,2021
1,AIAN,Female,Not Hispanic,3,2,9,2021
1,NHOPI,Male,Not Hispanic,3,1,9,2021
1,NHOPI,Female,Not Hispanic,3,1,9,2021
1,TOM,Male,Not Hispanic,3,1,9,2021
1,TOM,Female,Not Hispanic,3,3,9,2021
1,White,Male,Hispanic,3,2,9,2021
1,White,Female,Hispanic,3,3,9,2021
1,Black,Female,Hispanic,3,1,9,2021
1,White,Male,Not Hispanic,3,82,10,2021
1,White,Female,Not Hispanic,3,96,10,2021
1,Black,Male,Not Hispanic,3,34,10,2021
1,Black,Female,Not Hispanic,3,40,10,2021
1,AIAN,Male,Not Hispanic,3,1,10,2021
1,Asian,Male,Not Hispanic,3,1,10,2021
1,Asian,Female,Not Hispanic,3,1,10,2021
1,NHOPI,Female,Not Hispanic,3,3,10,2021
1,TOM,Male,Not Hispanic,3,2,10,2021
1,TOM,Female,Not Hispanic,3,1,10,2021
1,White,Male,Hispanic,3,1,10,2021
1,White,Female,Hispanic,3,2,10,2021
1,TOM,Male,Hispanic,3,1,10,2021
1,White,Male,Not Hispanic,3,101,11,2021
1,White,Female,Not Hispanic,3,99,11,2021
1,Black,Male,Not Hispanic,3,50,11,2021
1,Black,Female,Not Hispanic,3,61,11,2021
1,AIAN,Male,Not Hispanic,3,1,11,2021
1,Asian,Female,Not Hispanic,3,1,11,2021
1,NHOPI,Male,Not Hispanic,3,1,11,2021
1,NHOPI,Female,Not Hispanic,3,1,11,2021
1,TOM,Male,Not Hispanic,3,3,11,2021
1,White,Male,Hispanic,3,1,11,2021
1,White,Male,Not Hispanic,3,141,12,2021
1,White,Female,Not Hispanic,3,133,12,2021
1,Black,Male,Not Hispanic,3,54,12,2021
1,Black,Female,Not Hispanic,3,74,12,2021
1,AIAN,Male,Not Hispanic,3,1,12,2021
1,AIAN,Female,Not Hispanic,3,2,12,2021
1,NHOPI,Female,Not Hispanic,3,1,12,2021
1,TOM,Male,Not Hispanic,3,2,12,2021
1,TOM,Female,Not Hispanic,3,1,12,2021
1,White,Male,Hispanic,3,3,12,2021
1,White,Female,Hispanic,3,1,12,2021
1,Black,Male,Hispanic,3,1,12,2021
1,Black,Female,Hispanic,3,1,12,2021
1,White,Male,Not Hispanic,3,148,13,2021
1,White,Female,Not Hispanic,3,136,13,2021
1,Black,Male,Not Hispanic,3,54,13,2021
1,Black,Female,Not Hispanic,3,62,13,2021
1,AIAN,Male,Not Hispanic,3,4,13,2021
1,AIAN,Female,Not Hispanic,3,4,13,2021
1,TOM,Male,Not Hispanic,3,3,13,2021
1,TOM,Female,Not Hispanic,3,1,13,2021
1,White,Male,Hispanic,3,1,13,2021
1,White,Female,Hispanic,3,1,13,2021
1,Black,Female,Hispanic,3,1,13,2021
1,White,Male,Not Hispanic,3,137,14,2021
1,White,Female,Not Hispanic,3,130,14,2021
1,Black,Male,Not Hispanic,3,59,14,2021
1,Black,Female,Not Hispanic,3,81,14,2021
1,AIAN,Male,Not Hispanic,3,2,14,2021
1,Asian,Female,Not Hispanic,3,3,14,2021
1,TOM,Male,Not Hispanic,3,2,14,2021
1,TOM,Female,Not Hispanic,3,1,14,2021
1,White,Male,Hispanic,3,1,14,2021
1,White,Female,Hispanic,3,1,14,2021
1,White,Male,Not Hispanic,3,108,15,2021
1,White,Female,Not Hispanic,3,119,15,2021
1,Black,Male,Not Hispanic,3,37,15,2021
1,Black,Female,Not Hispanic,3,46,15,2021
1,AIAN,Male,Not Hispanic,3,2,15,2021
1,AIAN,Female,Not Hispanic,3,1,15,2021
1,NHOPI,Male,Not Hispanic,3,1,15,2021
1,TOM,Female,Not Hispanic,3,2,15,2021
1,White,Male,Hispanic,3,3,15,2021
1,White,Female,Hispanic,3,1,15,2021
1,White,Male,Not Hispanic,3,66,16,2021
1,White,Female,Not Hispanic,3,85,16,2021
1,Black,Male,Not Hispanic,3,14,16,2021
1,Black,Female,Not Hispanic,3,22,16,2021
1,AIAN,Female,Not Hispanic,3,1,16,2021
1,TOM,Female,Not Hispanic,3,1,16,2021
1,White,Male,Hispanic,3,1,16,2021
1,White,Female,Hispanic,3,1,16,2021
1,White,Male,Not Hispanic,3,48,17,2021
1,White,Female,Not Hispanic,3,68,17,2021
1,Black,Male,Not Hispanic,3,15,17,2021
1,Black,Female,Not Hispanic,3,15,17,2021
1,TOM,Male,Not Hispanic,3,1,17,2021
1,TOM,Female,Not Hispanic,3,1,17,2021
1,White,Female,Hispanic,3,1,17,2021
1,Black,Female,Hispanic,3,1,17,2021
1,White,Male,Not Hispanic,3,34,18,2021
1,White,Female,Not Hispanic,3,64,18,2021
1,Black,Male,Not Hispanic,3,17,18,2021
1,Black,Female,Not Hispanic,3,20,18,2021
1,AIAN,Male,Not Hispanic,3,1,18,2021
1,Asian,Male,Not Hispanic,3,1,18,2021
1,Asian,Female,Not Hispanic,3,2,18,2021
1,TOM,Male,Not Hispanic,3,3,18,2021
1,TOM,Female,Not Hispanic,3,3,18,2021
1,White,Female,Hispanic,3,1,18,2021
1,White,Male,Not Hispanic,5,313,1,2021
1,White,Female,Not Hispanic,5,297,1,2021
1,Black,Male,Not Hispanic,5,9,1,2021
1,Black,Female,Not Hispanic,5,15,1,2021
1,AIAN,Male,Not Hispanic,5,3,1,2021
1,AIAN,Female,Not Hispanic,5,1,1,2021
1,Asian,Male,Not Hispanic,5,2,1,2021
1,Asian,Female,Not Hispanic,5,1,1,2021
1,TOM,Male,Not Hispanic,5,25,1,2021
1,TOM,Female,Not Hispanic,5,20,1,2021
1,White,Male,Hispanic,5,7,1,2021
1,White,Female,Hispanic,5,12,1,2021
1,AIAN,Male,Hispanic,5,1,1,2021
1,AIAN,Female,Hispanic,5,4,1,2021
1,TOM,Male,Hispanic,5,1,1,2021
1,TOM,Female,Hispanic,5,2,1,2021
1,White,Male,Not Hispanic,5,349,2,2021
1,White,Female,Not Hispanic,5,336,2,2021
1,Black,Male,Not Hispanic,5,13,2,2021
1,Black,Female,Not Hispanic,5,11,2,2021
1,AIAN,Male,Not Hispanic,5,2,2,2021
1,AIAN,Female,Not Hispanic,5,3,2,2021
1,Asian,Male,Not Hispanic,5,5,2,2021
1,TOM,Male,Not Hispanic,5,28,2,2021
1,TOM,Female,Not Hispanic,5,29,2,2021
1,White,Male,Hispanic,5,8,2,2021
1,White,Female,Hispanic,5,15,2,2021
1,AIAN,Male,Hispanic,5,3,2,2021
1,AIAN,Female,Hispanic,5,3,2,2021
1,Asian,Female,Hispanic,5,1,2,2021
1,White,Male,Not Hispanic,5,438,3,2021
1,White,Female,Not Hispanic,5,372,3,2021
1,Black,Male,Not Hispanic,5,7,3,2021
1,Black,Female,Not Hispanic,5,15,3,2021
1,AIAN,Male,Not Hispanic,5,1,3,2021
1,Asian,Male,Not Hispanic,5,5,3,2021
1,TOM,Male,Not Hispanic,5,19,3,2021
1,TOM,Female,Not Hispanic,5,12,3,2021
1,White,Male,Hispanic,5,15,3,2021
1,White,Female,Hispanic,5,9,3,2021
1,NHOPI,Male,Hispanic,5,1,3,2021
1,White,Male,Not Hispanic,5,604,4,2021
