Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1877,1,2013
17,White,Female,Not Hispanic,1,1721,1,2013
17,Black,Male,Not Hispanic,1,116,1,2013
17,Black,Female,Not Hispanic,1,91,1,2013
17,AIAN,Male,Not Hispanic,1,6,1,2013
17,AIAN,Female,Not Hispanic,1,1,1,2013
17,Asian,Male,Not Hispanic,1,24,1,2013
17,Asian,Female,Not Hispanic,1,30,1,2013
17,NHOPI,Female,Not Hispanic,1,2,1,2013
17,TOM,Male,Not Hispanic,1,132,1,2013
17,TOM,Female,Not Hispanic,1,95,1,2013
17,White,Male,Hispanic,1,40,1,2013
17,White,Female,Hispanic,1,37,1,2013
17,Black,Male,Hispanic,1,1,1,2013
17,AIAN,Male,Hispanic,1,1,1,2013
17,TOM,Male,Hispanic,1,3,1,2013
17,TOM,Female,Hispanic,1,2,1,2013
17,White,Male,Not Hispanic,1,1916,2,2013
17,White,Female,Not Hispanic,1,1776,2,2013
17,Black,Male,Not Hispanic,1,105,2,2013
17,Black,Female,Not Hispanic,1,107,2,2013
17,AIAN,Male,Not Hispanic,1,3,2,2013
17,AIAN,Female,Not Hispanic,1,5,2,2013
17,Asian,Male,Not Hispanic,1,24,2,2013
17,Asian,Female,Not Hispanic,1,23,2,2013
17,NHOPI,Female,Not Hispanic,1,2,2,2013
17,TOM,Male,Not Hispanic,1,99,2,2013
17,TOM,Female,Not Hispanic,1,97,2,2013
17,White,Male,Hispanic,1,33,2,2013
17,White,Female,Hispanic,1,45,2,2013
17,Black,Male,Hispanic,1,3,2,2013
17,Black,Female,Hispanic,1,6,2,2013
17,AIAN,Male,Hispanic,1,1,2,2013
17,AIAN,Female,Hispanic,1,2,2,2013
17,Asian,Male,Hispanic,1,1,2,2013
17,TOM,Male,Hispanic,1,5,2,2013
17,TOM,Female,Hispanic,1,7,2,2013
17,White,Male,Not Hispanic,1,1917,3,2013
17,White,Female,Not Hispanic,1,1858,3,2013
17,Black,Male,Not Hispanic,1,95,3,2013
17,Black,Female,Not Hispanic,1,107,3,2013
17,AIAN,Male,Not Hispanic,1,3,3,2013
17,AIAN,Female,Not Hispanic,1,3,3,2013
17,Asian,Male,Not Hispanic,1,10,3,2013
17,Asian,Female,Not Hispanic,1,7,3,2013
17,TOM,Male,Not Hispanic,1,80,3,2013
17,TOM,Female,Not Hispanic,1,82,3,2013
17,White,Male,Hispanic,1,27,3,2013
17,White,Female,Hispanic,1,45,3,2013
17,Black,Male,Hispanic,1,2,3,2013
17,Black,Female,Hispanic,1,4,3,2013
17,AIAN,Male,Hispanic,1,3,3,2013
