Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1863,1,2012
17,White,Female,Not Hispanic,1,1750,1,2012
17,Black,Male,Not Hispanic,1,124,1,2012
17,Black,Female,Not Hispanic,1,94,1,2012
17,AIAN,Male,Not Hispanic,1,3,1,2012
17,Asian,Male,Not Hispanic,1,22,1,2012
17,Asian,Female,Not Hispanic,1,18,1,2012
17,NHOPI,Female,Not Hispanic,1,2,1,2012
17,TOM,Male,Not Hispanic,1,134,1,2012
17,TOM,Female,Not Hispanic,1,100,1,2012
17,White,Male,Hispanic,1,36,1,2012
17,White,Female,Hispanic,1,40,1,2012
17,Black,Male,Hispanic,1,2,1,2012
17,TOM,Male,Hispanic,1,5,1,2012
17,TOM,Female,Hispanic,1,2,1,2012
17,White,Male,Not Hispanic,1,1934,2,2012
17,White,Female,Not Hispanic,1,1765,2,2012
17,Black,Male,Not Hispanic,1,100,2,2012
17,Black,Female,Not Hispanic,1,111,2,2012
17,AIAN,Male,Not Hispanic,1,2,2,2012
17,AIAN,Female,Not Hispanic,1,2,2,2012
17,Asian,Male,Not Hispanic,1,20,2,2012
17,Asian,Female,Not Hispanic,1,21,2,2012
17,NHOPI,Female,Not Hispanic,1,1,2,2012
17,TOM,Male,Not Hispanic,1,90,2,2012
17,TOM,Female,Not Hispanic,1,109,2,2012
17,White,Male,Hispanic,1,37,2,2012
17,White,Female,Hispanic,1,43,2,2012
17,Black,Male,Hispanic,1,2,2,2012
17,Black,Female,Hispanic,1,9,2,2012
17,AIAN,Male,Hispanic,1,2,2,2012
17,AIAN,Female,Hispanic,1,3,2,2012
17,Asian,Male,Hispanic,1,1,2,2012
17,TOM,Male,Hispanic,1,10,2,2012
17,TOM,Female,Hispanic,1,6,2,2012
17,White,Male,Not Hispanic,1,1969,3,2012
17,White,Female,Not Hispanic,1,1880,3,2012
17,Black,Male,Not Hispanic,1,105,3,2012
17,Black,Female,Not Hispanic,1,108,3,2012
17,AIAN,Male,Not Hispanic,1,3,3,2012
17,AIAN,Female,Not Hispanic,1,2,3,2012
17,Asian,Male,Not Hispanic,1,10,3,2012
17,Asian,Female,Not Hispanic,1,7,3,2012
17,TOM,Male,Not Hispanic,1,77,3,2012
17,TOM,Female,Not Hispanic,1,69,3,2012
17,White,Male,Hispanic,1,32,3,2012
17,White,Female,Hispanic,1,36,3,2012
17,Black,Male,Hispanic,1,3,3,2012
17,Black,Female,Hispanic,1,1,3,2012
17,AIAN,Male,Hispanic,1,3,3,2012
17,Asian,Male,Hispanic,1,2,3,2012
17,Asian,Female,Hispanic,1,2,3,2012
17,TOM,Male,Hispanic,1,5,3,2012
17,TOM,Female,Hispanic,1,7,3,2012
17,White,Male,Not Hispanic,1,1949,4,2012
17,White,Female,Not Hispanic,1,1820,4,2012
17,Black,Male,Not Hispanic,1,109,4,2012
17,Black,Female,Not Hispanic,1,98,4,2012
17,AIAN,Male,Not Hispanic,1,5,4,2012
17,AIAN,Female,Not Hispanic,1,5,4,2012
17,Asian,Male,Not Hispanic,1,9,4,2012
17,Asian,Female,Not Hispanic,1,17,4,2012
17,TOM,Male,Not Hispanic,1,41,4,2012
17,TOM,Female,Not Hispanic,1,50,4,2012
17,White,Male,Hispanic,1,22,4,2012
17,White,Female,Hispanic,1,44,4,2012
17,Black,Male,Hispanic,1,2,4,2012
17,Black,Female,Hispanic,1,2,4,2012
17,Asian,Male,Hispanic,1,1,4,2012
17,Asian,Female,Hispanic,1,1,4,2012
17,TOM,Male,Hispanic,1,5,4,2012
17,TOM,Female,Hispanic,1,1,4,2012
17,White,Male,Not Hispanic,1,1892,5,2012
17,White,Female,Not Hispanic,1,1928,5,2012
17,Black,Male,Not Hispanic,1,124,5,2012
17,Black,Female,Not Hispanic,1,108,5,2012
17,AIAN,Male,Not Hispanic,1,4,5,2012
17,AIAN,Female,Not Hispanic,1,5,5,2012
17,Asian,Male,Not Hispanic,1,8,5,2012
17,Asian,Female,Not Hispanic,1,8,5,2012
17,TOM,Male,Not Hispanic,1,49,5,2012
17,TOM,Female,Not Hispanic,1,46,5,2012
