Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1854,1,2016
17,White,Female,Not Hispanic,1,1702,1,2016
17,Black,Male,Not Hispanic,1,115,1,2016
17,Black,Female,Not Hispanic,1,108,1,2016
17,AIAN,Male,Not Hispanic,1,5,1,2016
17,AIAN,Female,Not Hispanic,1,2,1,2016
17,Asian,Male,Not Hispanic,1,28,1,2016
17,Asian,Female,Not Hispanic,1,40,1,2016
17,NHOPI,Female,Not Hispanic,1,1,1,2016
17,TOM,Male,Not Hispanic,1,112,1,2016
17,TOM,Female,Not Hispanic,1,103,1,2016
17,White,Male,Hispanic,1,54,1,2016
17,White,Female,Hispanic,1,39,1,2016
17,Black,Male,Hispanic,1,2,1,2016
17,Black,Female,Hispanic,1,1,1,2016
17,AIAN,Male,Hispanic,1,1,1,2016
17,TOM,Male,Hispanic,1,3,1,2016
17,TOM,Female,Hispanic,1,1,1,2016
17,White,Male,Not Hispanic,1,1860,2,2016
17,White,Female,Not Hispanic,1,1793,2,2016
17,Black,Male,Not Hispanic,1,125,2,2016
17,Black,Female,Not Hispanic,1,95,2,2016
17,AIAN,Male,Not Hispanic,1,5,2,2016
17,AIAN,Female,Not Hispanic,1,4,2,2016
17,Asian,Male,Not Hispanic,1,17,2,2016
17,Asian,Female,Not Hispanic,1,8,2,2016
17,NHOPI,Female,Not Hispanic,1,2,2,2016
17,TOM,Male,Not Hispanic,1,132,2,2016
17,TOM,Female,Not Hispanic,1,97,2,2016
17,White,Male,Hispanic,1,35,2,2016
17,White,Female,Hispanic,1,40,2,2016
17,Black,Male,Hispanic,1,2,2,2016
17,Black,Female,Hispanic,1,3,2,2016
17,AIAN,Male,Hispanic,1,1,2,2016
17,TOM,Male,Hispanic,1,5,2,2016
17,TOM,Female,Hispanic,1,4,2,2016
17,White,Male,Not Hispanic,1,1881,3,2016
17,White,Female,Not Hispanic,1,1775,3,2016
17,Black,Male,Not Hispanic,1,93,3,2016
17,Black,Female,Not Hispanic,1,118,3,2016
17,AIAN,Male,Not Hispanic,1,4,3,2016
17,AIAN,Female,Not Hispanic,1,4,3,2016
17,Asian,Male,Not Hispanic,1,19,3,2016
17,Asian,Female,Not Hispanic,1,17,3,2016
17,TOM,Male,Not Hispanic,1,89,3,2016
17,TOM,Female,Not Hispanic,1,98,3,2016
17,White,Male,Hispanic,1,30,3,2016
17,White,Female,Hispanic,1,42,3,2016
