Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1570,1,2001
17,White,Female,Not Hispanic,1,1468,1,2001
17,Black,Male,Not Hispanic,1,87,1,2001
17,Black,Female,Not Hispanic,1,79,1,2001
17,AIAN,Male,Not Hispanic,1,2,1,2001
17,AIAN,Female,Not Hispanic,1,5,1,2001
17,Asian,Male,Not Hispanic,1,9,1,2001
17,Asian,Female,Not Hispanic,1,6,1,2001
17,TOM,Male,Not Hispanic,1,43,1,2001
17,TOM,Female,Not Hispanic,1,34,1,2001
17,White,Male,Hispanic,1,29,1,2001
17,White,Female,Hispanic,1,25,1,2001
17,Black,Male,Hispanic,1,1,1,2001
17,Black,Female,Hispanic,1,1,1,2001
17,TOM,Male,Hispanic,1,1,1,2001
17,TOM,Female,Hispanic,1,2,1,2001
17,White,Male,Not Hispanic,1,2113,2,2001
17,White,Female,Not Hispanic,1,2036,2,2001
17,Black,Male,Not Hispanic,1,84,2,2001
17,Black,Female,Not Hispanic,1,93,2,2001
17,AIAN,Male,Not Hispanic,1,2,2,2001
17,AIAN,Female,Not Hispanic,1,4,2,2001
17,Asian,Male,Not Hispanic,1,11,2,2001
17,Asian,Female,Not Hispanic,1,12,2,2001
17,TOM,Male,Not Hispanic,1,38,2,2001
17,TOM,Female,Not Hispanic,1,40,2,2001
17,White,Male,Hispanic,1,32,2,2001
17,White,Female,Hispanic,1,29,2,2001
17,Black,Male,Hispanic,1,1,2,2001
17,Black,Female,Hispanic,1,2,2,2001
17,TOM,Male,Hispanic,1,1,2,2001
17,White,Male,Not Hispanic,1,2320,3,2001
17,White,Female,Not Hispanic,1,2311,3,2001
17,Black,Male,Not Hispanic,1,102,3,2001
17,Black,Female,Not Hispanic,1,113,3,2001
17,AIAN,Male,Not Hispanic,1,1,3,2001
17,AIAN,Female,Not Hispanic,1,4,3,2001
17,Asian,Male,Not Hispanic,1,9,3,2001
17,Asian,Female,Not Hispanic,1,14,3,2001
17,NHOPI,Male,Not Hispanic,1,1,3,2001
17,NHOPI,Female,Not Hispanic,1,1,3,2001
17,TOM,Male,Not Hispanic,1,25,3,2001
17,TOM,Female,Not Hispanic,1,45,3,2001
17,White,Male,Hispanic,1,27,3,2001
17,White,Female,Hispanic,1,38,3,2001
17,Black,Male,Hispanic,1,2,3,2001
17,Black,Female,Hispanic,1,1,3,2001
17,AIAN,Female,Hispanic,1,1,3,2001
17,TOM,Female,Hispanic,1,3,3,2001
17,White,Male,Not Hispanic,1,2316,4,2001
17,White,Female,Not Hispanic,1,2347,4,2001
17,Black,Male,Not Hispanic,1,129,4,2001
17,Black,Female,Not Hispanic,1,101,4,2001
17,AIAN,Male,Not Hispanic,1,8,4,2001
17,AIAN,Female,Not Hispanic,1,3,4,2001
17,Asian,Male,Not Hispanic,1,14,4,2001
17,Asian,Female,Not Hispanic,1,10,4,2001
17,NHOPI,Male,Not Hispanic,1,1,4,2001
17,NHOPI,Female,Not Hispanic,1,1,4,2001
17,TOM,Male,Not Hispanic,1,26,4,2001
17,TOM,Female,Not Hispanic,1,32,4,2001
17,White,Male,Hispanic,1,35,4,2001
17,White,Female,Hispanic,1,27,4,2001
17,Black,Male,Hispanic,1,2,4,2001
17,Black,Female,Hispanic,1,1,4,2001
