Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1461,1,2007
17,White,Female,Not Hispanic,1,1403,1,2007
17,Black,Male,Not Hispanic,1,80,1,2007
17,Black,Female,Not Hispanic,1,94,1,2007
17,AIAN,Male,Not Hispanic,1,2,1,2007
17,AIAN,Female,Not Hispanic,1,3,1,2007
17,Asian,Male,Not Hispanic,1,11,1,2007
17,Asian,Female,Not Hispanic,1,12,1,2007
17,NHOPI,Female,Not Hispanic,1,1,1,2007
17,TOM,Male,Not Hispanic,1,88,1,2007
17,TOM,Female,Not Hispanic,1,69,1,2007
17,White,Male,Hispanic,1,36,1,2007
17,White,Female,Hispanic,1,24,1,2007
17,Black,Male,Hispanic,1,1,1,2007
17,Black,Female,Hispanic,1,2,1,2007
17,AIAN,Male,Hispanic,1,1,1,2007
17,Asian,Male,Hispanic,1,1,1,2007
17,TOM,Male,Hispanic,1,4,1,2007
17,TOM,Female,Hispanic,1,2,1,2007
17,White,Male,Not Hispanic,1,2003,2,2007
17,White,Female,Not Hispanic,1,1864,2,2007
17,Black,Male,Not Hispanic,1,101,2,2007
17,Black,Female,Not Hispanic,1,86,2,2007
17,AIAN,Male,Not Hispanic,1,3,2,2007
17,AIAN,Female,Not Hispanic,1,1,2,2007
17,Asian,Male,Not Hispanic,1,12,2,2007
17,Asian,Female,Not Hispanic,1,13,2,2007
17,NHOPI,Female,Not Hispanic,1,1,2,2007
17,TOM,Male,Not Hispanic,1,64,2,2007
17,TOM,Female,Not Hispanic,1,71,2,2007
17,White,Male,Hispanic,1,32,2,2007
17,White,Female,Hispanic,1,38,2,2007
17,Black,Male,Hispanic,1,3,2,2007
17,Black,Female,Hispanic,1,4,2,2007
17,AIAN,Male,Hispanic,1,2,2,2007
17,AIAN,Female,Hispanic,1,3,2,2007
17,TOM,Male,Hispanic,1,6,2,2007
17,TOM,Female,Hispanic,1,6,2,2007
17,White,Male,Not Hispanic,1,2041,3,2007
17,White,Female,Not Hispanic,1,1935,3,2007
17,Black,Male,Not Hispanic,1,73,3,2007
17,Black,Female,Not Hispanic,1,94,3,2007
17,AIAN,Male,Not Hispanic,1,4,3,2007
17,AIAN,Female,Not Hispanic,1,1,3,2007
17,Asian,Male,Not Hispanic,1,9,3,2007
17,Asian,Female,Not Hispanic,1,12,3,2007
17,TOM,Male,Not Hispanic,1,59,3,2007
17,TOM,Female,Not Hispanic,1,48,3,2007
17,White,Male,Hispanic,1,24,3,2007
17,White,Female,Hispanic,1,38,3,2007
17,Black,Male,Hispanic,1,2,3,2007
17,Black,Female,Hispanic,1,2,3,2007
17,AIAN,Male,Hispanic,1,2,3,2007
17,Asian,Male,Hispanic,1,3,3,2007
17,Asian,Female,Hispanic,1,3,3,2007
17,TOM,Male,Hispanic,1,3,3,2007
17,White,Male,Not Hispanic,1,2268,4,2007
17,White,Female,Not Hispanic,1,2187,4,2007
17,Black,Male,Not Hispanic,1,129,4,2007
17,Black,Female,Not Hispanic,1,112,4,2007
17,AIAN,Male,Not Hispanic,1,4,4,2007
17,AIAN,Female,Not Hispanic,1,5,4,2007
17,Asian,Male,Not Hispanic,1,14,4,2007
17,Asian,Female,Not Hispanic,1,9,4,2007
17,TOM,Male,Not Hispanic,1,41,4,2007
