Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1866,1,2014
17,White,Female,Not Hispanic,1,1724,1,2014
17,Black,Male,Not Hispanic,1,116,1,2014
17,Black,Female,Not Hispanic,1,94,1,2014
17,AIAN,Male,Not Hispanic,1,6,1,2014
17,AIAN,Female,Not Hispanic,1,1,1,2014
17,Asian,Male,Not Hispanic,1,27,1,2014
17,Asian,Female,Not Hispanic,1,40,1,2014
17,NHOPI,Female,Not Hispanic,1,1,1,2014
17,TOM,Male,Not Hispanic,1,113,1,2014
17,TOM,Female,Not Hispanic,1,88,1,2014
17,White,Male,Hispanic,1,49,1,2014
17,White,Female,Hispanic,1,41,1,2014
17,Black,Male,Hispanic,1,2,1,2014
17,Black,Female,Hispanic,1,1,1,2014
17,AIAN,Male,Hispanic,1,1,1,2014
17,TOM,Male,Hispanic,1,3,1,2014
17,TOM,Female,Hispanic,1,4,1,2014
17,White,Male,Not Hispanic,1,1924,2,2014
17,White,Female,Not Hispanic,1,1817,2,2014
17,Black,Male,Not Hispanic,1,96,2,2014
17,Black,Female,Not Hispanic,1,106,2,2014
17,AIAN,Male,Not Hispanic,1,4,2,2014
17,AIAN,Female,Not Hispanic,1,6,2,2014
17,Asian,Male,Not Hispanic,1,24,2,2014
17,Asian,Female,Not Hispanic,1,20,2,2014
17,NHOPI,Female,Not Hispanic,1,1,2,2014
17,TOM,Male,Not Hispanic,1,104,2,2014
17,TOM,Female,Not Hispanic,1,97,2,2014
17,White,Male,Hispanic,1,37,2,2014
17,White,Female,Hispanic,1,39,2,2014
17,Black,Male,Hispanic,1,4,2,2014
17,Black,Female,Hispanic,1,5,2,2014
17,AIAN,Male,Hispanic,1,1,2,2014
17,AIAN,Female,Hispanic,1,1,2,2014
17,Asian,Male,Hispanic,1,1,2,2014
17,TOM,Male,Hispanic,1,4,2,2014
17,TOM,Female,Hispanic,1,6,2,2014
17,White,Male,Not Hispanic,1,1929,3,2014
17,White,Female,Not Hispanic,1,1782,3,2014
17,Black,Male,Not Hispanic,1,91,3,2014
17,Black,Female,Not Hispanic,1,99,3,2014
17,AIAN,Male,Not Hispanic,1,2,3,2014
17,AIAN,Female,Not Hispanic,1,1,3,2014
17,Asian,Male,Not Hispanic,1,14,3,2014
17,Asian,Female,Not Hispanic,1,10,3,2014
17,TOM,Male,Not Hispanic,1,81,3,2014
17,TOM,Female,Not Hispanic,1,85,3,2014
17,White,Male,Hispanic,1,35,3,2014
17,White,Female,Hispanic,1,47,3,2014
17,Black,Male,Hispanic,1,3,3,2014
17,Black,Female,Hispanic,1,5,3,2014
17,AIAN,Male,Hispanic,1,3,3,2014
17,AIAN,Female,Hispanic,1,3,3,2014
17,Asian,Male,Hispanic,1,1,3,2014
17,Asian,Female,Hispanic,1,1,3,2014
17,TOM,Male,Hispanic,1,5,3,2014
17,TOM,Female,Hispanic,1,8,3,2014
17,White,Male,Not Hispanic,1,1864,4,2014
17,White,Female,Not Hispanic,1,1764,4,2014
17,Black,Male,Not Hispanic,1,117,4,2014
17,Black,Female,Not Hispanic,1,95,4,2014
17,AIAN,Male,Not Hispanic,1,6,4,2014
17,AIAN,Female,Not Hispanic,1,4,4,2014
17,Asian,Male,Not Hispanic,1,8,4,2014
17,Asian,Female,Not Hispanic,1,17,4,2014
17,TOM,Male,Not Hispanic,1,56,4,2014
17,TOM,Female,Not Hispanic,1,43,4,2014
17,White,Male,Hispanic,1,24,4,2014
17,White,Female,Hispanic,1,30,4,2014
17,Black,Male,Hispanic,1,3,4,2014
17,Black,Female,Hispanic,1,1,4,2014
17,AIAN,Male,Hispanic,1,9,4,2014
17,AIAN,Female,Hispanic,1,1,4,2014
17,Asian,Male,Hispanic,1,2,4,2014
17,Asian,Female,Hispanic,1,2,4,2014
17,TOM,Male,Hispanic,1,9,4,2014
17,White,Male,Not Hispanic,1,1851,5,2014
17,White,Female,Not Hispanic,1,1884,5,2014
17,Black,Male,Not Hispanic,1,137,5,2014
17,Black,Female,Not Hispanic,1,110,5,2014
17,AIAN,Male,Not Hispanic,1,4,5,2014
17,AIAN,Female,Not Hispanic,1,4,5,2014
17,Asian,Male,Not Hispanic,1,13,5,2014
17,Asian,Female,Not Hispanic,1,24,5,2014
17,NHOPI,Female,Not Hispanic,1,1,5,2014
17,TOM,Male,Not Hispanic,1,40,5,2014
17,TOM,Female,Not Hispanic,1,46,5,2014
17,White,Male,Hispanic,1,36,5,2014
17,White,Female,Hispanic,1,41,5,2014
17,Black,Male,Hispanic,1,3,5,2014
17,Black,Female,Hispanic,1,5,5,2014
17,AIAN,Male,Hispanic,1,2,5,2014
17,Asian,Male,Hispanic,1,2,5,2014
17,TOM,Female,Hispanic,1,5,5,2014
17,White,Male,Not Hispanic,1,1845,6,2014
17,White,Female,Not Hispanic,1,1841,6,2014
17,Black,Male,Not Hispanic,1,89,6,2014
17,Black,Female,Not Hispanic,1,85,6,2014
17,AIAN,Male,Not Hispanic,1,3,6,2014
17,AIAN,Female,Not Hispanic,1,9,6,2014
17,Asian,Male,Not Hispanic,1,14,6,2014
17,Asian,Female,Not Hispanic,1,16,6,2014
17,NHOPI,Female,Not Hispanic,1,1,6,2014
17,TOM,Male,Not Hispanic,1,30,6,2014
17,TOM,Female,Not Hispanic,1,29,6,2014
17,White,Male,Hispanic,1,41,6,2014
17,White,Female,Hispanic,1,30,6,2014
17,Black,Male,Hispanic,1,2,6,2014
17,Black,Female,Hispanic,1,6,6,2014
