Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1576,1,2002
17,White,Female,Not Hispanic,1,1472,1,2002
17,Black,Male,Not Hispanic,1,83,1,2002
17,Black,Female,Not Hispanic,1,94,1,2002
17,AIAN,Male,Not Hispanic,1,2,1,2002
17,AIAN,Female,Not Hispanic,1,5,1,2002
17,Asian,Male,Not Hispanic,1,7,1,2002
17,Asian,Female,Not Hispanic,1,7,1,2002
17,TOM,Male,Not Hispanic,1,43,1,2002
17,TOM,Female,Not Hispanic,1,43,1,2002
17,White,Male,Hispanic,1,27,1,2002
17,White,Female,Hispanic,1,27,1,2002
17,Black,Male,Hispanic,1,1,1,2002
17,Black,Female,Hispanic,1,1,1,2002
17,TOM,Male,Hispanic,1,1,1,2002
17,TOM,Female,Hispanic,1,2,1,2002
17,White,Male,Not Hispanic,1,2048,2,2002
17,White,Female,Not Hispanic,1,1944,2,2002
17,Black,Male,Not Hispanic,1,75,2,2002
17,Black,Female,Not Hispanic,1,87,2,2002
17,AIAN,Male,Not Hispanic,1,2,2,2002
17,AIAN,Female,Not Hispanic,1,4,2,2002
17,Asian,Male,Not Hispanic,1,10,2,2002
17,Asian,Female,Not Hispanic,1,14,2,2002
17,TOM,Male,Not Hispanic,1,47,2,2002
17,TOM,Female,Not Hispanic,1,46,2,2002
17,White,Male,Hispanic,1,32,2,2002
17,White,Female,Hispanic,1,32,2,2002
17,Black,Male,Hispanic,1,1,2,2002
17,Black,Female,Hispanic,1,2,2,2002
17,TOM,Male,Hispanic,1,1,2,2002
17,TOM,Female,Hispanic,1,1,2,2002
17,White,Male,Not Hispanic,1,2318,3,2002
17,White,Female,Not Hispanic,1,2313,3,2002
17,Black,Male,Not Hispanic,1,93,3,2002
17,Black,Female,Not Hispanic,1,114,3,2002
17,AIAN,Male,Not Hispanic,1,1,3,2002
17,AIAN,Female,Not Hispanic,1,3,3,2002
17,Asian,Male,Not Hispanic,1,8,3,2002
17,Asian,Female,Not Hispanic,1,14,3,2002
17,NHOPI,Male,Not Hispanic,1,1,3,2002
17,NHOPI,Female,Not Hispanic,1,1,3,2002
17,TOM,Male,Not Hispanic,1,33,3,2002
17,TOM,Female,Not Hispanic,1,46,3,2002
17,White,Male,Hispanic,1,30,3,2002
17,White,Female,Hispanic,1,38,3,2002
17,Black,Male,Hispanic,1,2,3,2002
17,Black,Female,Hispanic,1,1,3,2002
17,AIAN,Female,Hispanic,1,1,3,2002
17,TOM,Female,Hispanic,1,3,3,2002
17,White,Male,Not Hispanic,1,2282,4,2002
17,White,Female,Not Hispanic,1,2276,4,2002
17,Black,Male,Not Hispanic,1,137,4,2002
17,Black,Female,Not Hispanic,1,105,4,2002
17,AIAN,Male,Not Hispanic,1,7,4,2002
17,AIAN,Female,Not Hispanic,1,4,4,2002
17,Asian,Male,Not Hispanic,1,13,4,2002
17,Asian,Female,Not Hispanic,1,9,4,2002
17,NHOPI,Male,Not Hispanic,1,1,4,2002
17,NHOPI,Female,Not Hispanic,1,1,4,2002
17,TOM,Male,Not Hispanic,1,28,4,2002
17,TOM,Female,Not Hispanic,1,30,4,2002
17,White,Male,Hispanic,1,28,4,2002
17,White,Female,Hispanic,1,22,4,2002
17,Black,Male,Hispanic,1,2,4,2002
17,Black,Female,Hispanic,1,1,4,2002
17,Asian,Male,Hispanic,1,1,4,2002
17,TOM,Male,Hispanic,1,1,4,2002
17,TOM,Female,Hispanic,1,1,4,2002
17,White,Male,Not Hispanic,1,1938,5,2002
17,White,Female,Not Hispanic,1,2025,5,2002
17,Black,Male,Not Hispanic,1,97,5,2002
17,Black,Female,Not Hispanic,1,79,5,2002
17,AIAN,Male,Not Hispanic,1,2,5,2002
17,AIAN,Female,Not Hispanic,1,5,5,2002
17,Asian,Male,Not Hispanic,1,8,5,2002
17,Asian,Female,Not Hispanic,1,6,5,2002
