Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1493,1,2009
17,White,Female,Not Hispanic,1,1460,1,2009
17,Black,Male,Not Hispanic,1,83,1,2009
17,Black,Female,Not Hispanic,1,86,1,2009
17,AIAN,Male,Not Hispanic,1,2,1,2009
17,AIAN,Female,Not Hispanic,1,3,1,2009
17,Asian,Male,Not Hispanic,1,17,1,2009
17,Asian,Female,Not Hispanic,1,13,1,2009
17,NHOPI,Female,Not Hispanic,1,1,1,2009
17,TOM,Male,Not Hispanic,1,97,1,2009
17,TOM,Female,Not Hispanic,1,80,1,2009
17,White,Male,Hispanic,1,33,1,2009
17,White,Female,Hispanic,1,30,1,2009
17,Black,Male,Hispanic,1,1,1,2009
17,Black,Female,Hispanic,1,3,1,2009
17,AIAN,Male,Hispanic,1,1,1,2009
17,Asian,Male,Hispanic,1,1,1,2009
17,TOM,Male,Hispanic,1,5,1,2009
17,TOM,Female,Hispanic,1,2,1,2009
17,White,Male,Not Hispanic,1,1921,2,2009
17,White,Female,Not Hispanic,1,1769,2,2009
17,Black,Male,Not Hispanic,1,104,2,2009
17,Black,Female,Not Hispanic,1,112,2,2009
17,AIAN,Male,Not Hispanic,1,3,2,2009
17,AIAN,Female,Not Hispanic,1,1,2,2009
17,Asian,Male,Not Hispanic,1,13,2,2009
17,Asian,Female,Not Hispanic,1,13,2,2009
17,NHOPI,Female,Not Hispanic,1,1,2,2009
17,TOM,Male,Not Hispanic,1,80,2,2009
17,TOM,Female,Not Hispanic,1,77,2,2009
17,White,Male,Hispanic,1,36,2,2009
17,White,Female,Hispanic,1,39,2,2009
17,Black,Male,Hispanic,1,3,2,2009
17,Black,Female,Hispanic,1,6,2,2009
17,AIAN,Male,Hispanic,1,2,2,2009
17,AIAN,Female,Hispanic,1,3,2,2009
17,TOM,Male,Hispanic,1,7,2,2009
17,TOM,Female,Hispanic,1,9,2,2009
17,White,Male,Not Hispanic,1,2004,3,2009
17,White,Female,Not Hispanic,1,1892,3,2009
17,Black,Male,Not Hispanic,1,83,3,2009
17,Black,Female,Not Hispanic,1,99,3,2009
17,AIAN,Male,Not Hispanic,1,4,3,2009
17,AIAN,Female,Not Hispanic,1,1,3,2009
17,Asian,Male,Not Hispanic,1,12,3,2009
17,Asian,Female,Not Hispanic,1,12,3,2009
17,TOM,Male,Not Hispanic,1,62,3,2009
17,TOM,Female,Not Hispanic,1,54,3,2009
17,White,Male,Hispanic,1,25,3,2009
17,White,Female,Hispanic,1,27,3,2009
17,Black,Male,Hispanic,1,3,3,2009
17,Black,Female,Hispanic,1,2,3,2009
17,AIAN,Male,Hispanic,1,3,3,2009
17,Asian,Male,Hispanic,1,3,3,2009
17,Asian,Female,Hispanic,1,3,3,2009
17,TOM,Male,Hispanic,1,3,3,2009
17,White,Male,Not Hispanic,1,2176,4,2009
17,White,Female,Not Hispanic,1,2066,4,2009
17,Black,Male,Not Hispanic,1,126,4,2009
17,Black,Female,Not Hispanic,1,119,4,2009
17,AIAN,Male,Not Hispanic,1,1,4,2009
17,AIAN,Female,Not Hispanic,1,3,4,2009
17,Asian,Male,Not Hispanic,1,11,4,2009
17,Asian,Female,Not Hispanic,1,8,4,2009
17,TOM,Male,Not Hispanic,1,50,4,2009
17,TOM,Female,Not Hispanic,1,50,4,2009
17,White,Male,Hispanic,1,29,4,2009
17,White,Female,Hispanic,1,47,4,2009
17,Black,Male,Hispanic,1,3,4,2009
17,Black,Female,Hispanic,1,3,4,2009
17,Asian,Male,Hispanic,1,2,4,2009
17,TOM,Male,Hispanic,1,3,4,2009
17,TOM,Female,Hispanic,1,2,4,2009
17,White,Male,Not Hispanic,1,1821,5,2009
17,White,Female,Not Hispanic,1,1892,5,2009
17,Black,Male,Not Hispanic,1,97,5,2009
17,Black,Female,Not Hispanic,1,115,5,2009
17,AIAN,Male,Not Hispanic,1,6,5,2009
17,AIAN,Female,Not Hispanic,1,7,5,2009
17,Asian,Male,Not Hispanic,1,12,5,2009
17,Asian,Female,Not Hispanic,1,6,5,2009
17,NHOPI,Female,Not Hispanic,1,1,5,2009
17,TOM,Male,Not Hispanic,1,38,5,2009
17,TOM,Female,Not Hispanic,1,45,5,2009
17,White,Male,Hispanic,1,40,5,2009
17,White,Female,Hispanic,1,35,5,2009
17,Black,Male,Hispanic,1,4,5,2009
17,Black,Female,Hispanic,1,5,5,2009
17,Asian,Male,Hispanic,1,2,5,2009
17,TOM,Female,Hispanic,1,5,5,2009
17,White,Male,Not Hispanic,1,1797,6,2009
17,White,Female,Not Hispanic,1,1919,6,2009
17,Black,Male,Not Hispanic,1,83,6,2009
17,Black,Female,Not Hispanic,1,76,6,2009
17,AIAN,Male,Not Hispanic,1,5,6,2009
17,AIAN,Female,Not Hispanic,1,4,6,2009
17,Asian,Male,Not Hispanic,1,16,6,2009
17,Asian,Female,Not Hispanic,1,24,6,2009
17,NHOPI,Male,Not Hispanic,1,1,6,2009
17,TOM,Male,Not Hispanic,1,33,6,2009
17,TOM,Female,Not Hispanic,1,29,6,2009
17,White,Male,Hispanic,1,18,6,2009
17,White,Female,Hispanic,1,33,6,2009
17,Black,Female,Hispanic,1,3,6,2009
17,Asian,Male,Hispanic,1,1,6,2009
17,TOM,Female,Hispanic,1,2,6,2009
17,White,Male,Not Hispanic,1,1684,7,2009
17,White,Female,Not Hispanic,1,1660,7,2009
17,Black,Male,Not Hispanic,1,77,7,2009
17,Black,Female,Not Hispanic,1,47,7,2009
17,AIAN,Male,Not Hispanic,1,1,7,2009
17,AIAN,Female,Not Hispanic,1,4,7,2009
17,Asian,Male,Not Hispanic,1,19,7,2009
17,Asian,Female,Not Hispanic,1,29,7,2009
