Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1547,1,2003
17,White,Female,Not Hispanic,1,1502,1,2003
17,Black,Male,Not Hispanic,1,88,1,2003
17,Black,Female,Not Hispanic,1,86,1,2003
17,AIAN,Male,Not Hispanic,1,2,1,2003
17,AIAN,Female,Not Hispanic,1,5,1,2003
17,Asian,Male,Not Hispanic,1,12,1,2003
17,Asian,Female,Not Hispanic,1,9,1,2003
17,TOM,Male,Not Hispanic,1,48,1,2003
17,TOM,Female,Not Hispanic,1,48,1,2003
17,White,Male,Hispanic,1,29,1,2003
17,White,Female,Hispanic,1,24,1,2003
17,Black,Male,Hispanic,1,1,1,2003
17,Black,Female,Hispanic,1,2,1,2003
17,TOM,Male,Hispanic,1,2,1,2003
17,TOM,Female,Hispanic,1,2,1,2003
17,White,Male,Not Hispanic,1,2050,2,2003
17,White,Female,Not Hispanic,1,1914,2,2003
17,Black,Male,Not Hispanic,1,82,2,2003
17,Black,Female,Not Hispanic,1,92,2,2003
17,AIAN,Male,Not Hispanic,1,2,2,2003
17,AIAN,Female,Not Hispanic,1,3,2,2003
17,Asian,Male,Not Hispanic,1,11,2,2003
17,Asian,Female,Not Hispanic,1,10,2,2003
17,TOM,Male,Not Hispanic,1,52,2,2003
17,TOM,Female,Not Hispanic,1,48,2,2003
17,White,Male,Hispanic,1,24,2,2003
17,White,Female,Hispanic,1,34,2,2003
17,Black,Male,Hispanic,1,1,2,2003
17,Black,Female,Hispanic,1,2,2,2003
17,TOM,Male,Hispanic,1,2,2,2003
17,TOM,Female,Hispanic,1,4,2,2003
17,White,Male,Not Hispanic,1,2231,3,2003
17,White,Female,Not Hispanic,1,2239,3,2003
17,Black,Male,Not Hispanic,1,93,3,2003
17,Black,Female,Not Hispanic,1,101,3,2003
17,AIAN,Male,Not Hispanic,1,1,3,2003
17,AIAN,Female,Not Hispanic,1,3,3,2003
17,Asian,Male,Not Hispanic,1,10,3,2003
17,Asian,Female,Not Hispanic,1,14,3,2003
17,NHOPI,Female,Not Hispanic,1,1,3,2003
17,TOM,Male,Not Hispanic,1,35,3,2003
17,TOM,Female,Not Hispanic,1,45,3,2003
17,White,Male,Hispanic,1,30,3,2003
17,White,Female,Hispanic,1,38,3,2003
17,Black,Male,Hispanic,1,3,3,2003
17,Black,Female,Hispanic,1,1,3,2003
17,AIAN,Male,Hispanic,1,1,3,2003
17,AIAN,Female,Hispanic,1,1,3,2003
17,TOM,Female,Hispanic,1,3,3,2003
17,White,Male,Not Hispanic,1,2301,4,2003
