Provider Column,Race,Sex,Ethnicity,County,Count,Age,Year
1,Asian,Male,Hispanic,1,1,3,2020
1,TOM,Male,Hispanic,1,4,3,2020
1,TOM,Female,Hispanic,1,4,3,2020
1,White,Male,Not Hispanic,1,1825,4,2020
1,White,Female,Not Hispanic,1,1688,4,2020
1,Black,Male,Not Hispanic,1,109,4,2020
1,Black,Female,Not Hispanic,1,115,4,2020
1,AIAN,Male,Not Hispanic,1,3,4,2020
1,AIAN,Female,Not Hispanic,1,1,4,2020
1,Asian,Male,Not Hispanic,1,12,4,2020
1,Asian,Female,Not Hispanic,1,10,4,2020
1,TOM,Male,Not Hispanic,1,89,4,2020
1,TOM,Female,Not Hispanic,1,84,4,2020
1,White,Male,Hispanic,1,40,4,2020
1,White,Female,Hispanic,1,57,4,2020
1,Black,Male,Hispanic,1,5,4,2020
1,Black,Female,Hispanic,1,5,4,2020
1,AIAN,Male,Hispanic,1,13,4,2020
1,AIAN,Female,Hispanic,1,4,4,2020
1,TOM,Male,Hispanic,1,8,4,2020
1,TOM,Female,Hispanic,1,7,4,2020
1,White,Male,Not Hispanic,1,1587,5,2020
1,White,Female,Not Hispanic,1,1551,5,2020
1,Black,Male,Not Hispanic,1,117,5,2020
1,Black,Female,Not Hispanic,1,101,5,2020
1,AIAN,Male,Not Hispanic,1,3,5,2020
1,AIAN,Female,Not Hispanic,1,4,5,2020
1,Asian,Male,Not Hispanic,1,8,5,2020
1,Asian,Female,Not Hispanic,1,35,5,2020
1,NHOPI,Male,Not Hispanic,1,1,5,2020
1,TOM,Male,Not Hispanic,1,59,5,2020
1,TOM,Female,Not Hispanic,1,48,5,2020
1,White,Male,Hispanic,1,35,5,2020
1,White,Female,Hispanic,1,37,5,2020
1,Black,Male,Hispanic,1,4,5,2020
1,Black,Female,Hispanic,1,2,5,2020
1,AIAN,Male,Hispanic,1,18,5,2020
1,AIAN,Female,Hispanic,1,2,5,2020
1,Asian,Male,Hispanic,1,2,5,2020
1,Asian,Female,Hispanic,1,3,5,2020
1,NHOPI,Female,Hispanic,1,2,5,2020
1,TOM,Male,Hispanic,1,8,5,2020
1,TOM,Female,Hispanic,1,4,5,2020
1,White,Male,Not Hispanic,1,1689,6,2020
1,White,Female,Not Hispanic,1,1717,6,2020
1,Black,Male,Not Hispanic,1,109,6,2020
1,Black,Female,Not Hispanic,1,87,6,2020
1,AIAN,Male,Not Hispanic,1,2,6,2020
1,AIAN,Female,Not Hispanic,1,2,6,2020
1,Asian,Male,Not Hispanic,1,9,6,2020
1,Asian,Female,Not Hispanic,1,27,6,2020
1,NHOPI,Female,Not Hispanic,1,1,6,2020
1,TOM,Male,Not Hispanic,1,38,6,2020
1,TOM,Female,Not Hispanic,1,50,6,2020
1,White,Male,Hispanic,1,39,6,2020
1,White,Female,Hispanic,1,48,6,2020
1,Black,Male,Hispanic,1,1,6,2020
1,Black,Female,Hispanic,1,4,6,2020
1,AIAN,Male,Hispanic,1,3,6,2020
1,Asian,Male,Hispanic,1,2,6,2020
1,TOM,Male,Hispanic,1,1,6,2020
1,TOM,Female,Hispanic,1,4,6,2020
1,White,Male,Not Hispanic,1,1771,7,2020
1,White,Female,Not Hispanic,1,1795,7,2020
1,Black,Male,Not Hispanic,1,103,7,2020
1,Black,Female,Not Hispanic,1,90,7,2020
1,AIAN,Male,Not Hispanic,1,2,7,2020
1,AIAN,Female,Not Hispanic,1,7,7,2020
1,Asian,Male,Not Hispanic,1,22,7,2020
1,Asian,Female,Not Hispanic,1,11,7,2020
1,NHOPI,Male,Not Hispanic,1,1,7,2020
1,NHOPI,Female,Not Hispanic,1,2,7,2020
1,TOM,Male,Not Hispanic,1,24,7,2020
1,TOM,Female,Not Hispanic,1,30,7,2020
1,White,Male,Hispanic,1,42,7,2020
1,White,Female,Hispanic,1,36,7,2020
1,Black,Male,Hispanic,1,7,7,2020
1,Black,Female,Hispanic,1,2,7,2020
1,AIAN,Male,Hispanic,1,1,7,2020
1,Asian,Male,Hispanic,1,1,7,2020
1,TOM,Female,Hispanic,1,4,7,2020
1,White,Male,Not Hispanic,1,1837,8,2020
1,White,Female,Not Hispanic,1,1862,8,2020
1,Black,Male,Not Hispanic,1,100,8,2020
1,Black,Female,Not Hispanic,1,58,8,2020
1,AIAN,Male,Not Hispanic,1,3,8,2020
1,AIAN,Female,Not Hispanic,1,5,8,2020
1,Asian,Male,Not Hispanic,1,22,8,2020
1,Asian,Female,Not Hispanic,1,25,8,2020
1,NHOPI,Male,Not Hispanic,1,2,8,2020
1,TOM,Male,Not Hispanic,1,25,8,2020
1,TOM,Female,Not Hispanic,1,24,8,2020
1,White,Male,Hispanic,1,43,8,2020
1,White,Female,Hispanic,1,43,8,2020
1,Black,Male,Hispanic,1,7,8,2020
1,Black,Female,Hispanic,1,2,8,2020
1,Asian,Male,Hispanic,1,1,8,2020
1,TOM,Male,Hispanic,1,2,8,2020
1,TOM,Female,Hispanic,1,1,8,2020
1,White,Male,Not Hispanic,1,1742,9,2020
1,White,Female,Not Hispanic,1,1665,9,2020
1,Black,Male,Not Hispanic,1,91,9,2020
1,Black,Female,Not Hispanic,1,71,9,2020
1,AIAN,Female,Not Hispanic,1,4,9,2020
1,Asian,Male,Not Hispanic,1,24,9,2020
1,Asian,Female,Not Hispanic,1,25,9,2020
1,NHOPI,Male,Not Hispanic,1,1,9,2020
1,NHOPI,Female,Not Hispanic,1,2,9,2020
1,TOM,Male,Not Hispanic,1,15,9,2020
1,TOM,Female,Not Hispanic,1,20,9,2020
1,White,Male,Hispanic,1,29,9,2020
1,White,Female,Hispanic,1,22,9,2020
1,Black,Male,Hispanic,1,6,9,2020
1,Black,Female,Hispanic,1,2,9,2020
1,AIAN,Female,Hispanic,1,2,9,2020
1,Asian,Female,Hispanic,1,1,9,2020
1,TOM,Female,Hispanic,1,5,9,2020
1,White,Male,Not Hispanic,1,1695,10,2020
1,White,Female,Not Hispanic,1,1656,10,2020
1,Black,Male,Not Hispanic,1,62,10,2020
1,Black,Female,Not Hispanic,1,55,10,2020
1,AIAN,Male,Not Hispanic,1,4,10,2020
1,AIAN,Female,Not Hispanic,1,4,10,2020
1,Asian,Male,Not Hispanic,1,12,10,2020
1,Asian,Female,Not Hispanic,1,19,10,2020
1,NHOPI,Female,Not Hispanic,1,1,10,2020
1,TOM,Male,Not Hispanic,1,16,10,2020
1,TOM,Female,Not Hispanic,1,15,10,2020
1,White,Male,Hispanic,1,29,10,2020
1,White,Female,Hispanic,1,27,10,2020
1,Black,Male,Hispanic,1,1,10,2020
1,Black,Female,Hispanic,1,2,10,2020
1,AIAN,Male,Hispanic,1,5,10,2020
1,Asian,Male,Hispanic,1,1,10,2020
1,TOM,Male,Hispanic,1,1,10,2020
1,TOM,Female,Hispanic,1,3,10,2020
1,White,Male,Not Hispanic,1,1800,11,2020
1,White,Female,Not Hispanic,1,1880,11,2020
1,Black,Male,Not Hispanic,1,67,11,2020
1,Black,Female,Not Hispanic,1,60,11,2020
1,AIAN,Male,Not Hispanic,1,8,11,2020
1,AIAN,Female,Not Hispanic,1,2,11,2020
1,Asian,Male,Not Hispanic,1,9,11,2020
1,Asian,Female,Not Hispanic,1,17,11,2020
1,NHOPI,Male,Not Hispanic,1,1,11,2020
1,TOM,Male,Not Hispanic,1,11,11,2020
1,TOM,Female,Not Hispanic,1,10,11,2020
1,White,Male,Hispanic,1,24,11,2020
1,White,Female,Hispanic,1,28,11,2020
1,Black,Male,Hispanic,1,3,11,2020
1,AIAN,Male,Hispanic,1,2,11,2020
1,AIAN,Female,Hispanic,1,1,11,2020
1,TOM,Male,Hispanic,1,1,11,2020
1,TOM,Female,Hispanic,1,1,11,2020
1,White,Male,Not Hispanic,1,2187,12,2020
1,White,Female,Not Hispanic,1,2221,12,2020
1,Black,Male,Not Hispanic,1,73,12,2020
1,Black,Female,Not Hispanic,1,64,12,2020
1,AIAN,Male,Not Hispanic,1,12,12,2020
1,AIAN,Female,Not Hispanic,1,4,12,2020
1,Asian,Male,Not Hispanic,1,11,12,2020
1,Asian,Female,Not Hispanic,1,23,12,2020
1,TOM,Male,Not Hispanic,1,11,12,2020
1,TOM,Female,Not Hispanic,1,10,12,2020
1,White,Male,Hispanic,1,20,12,2020
1,White,Female,Hispanic,1,9,12,2020
1,Black,Male,Hispanic,1,1,12,2020
1,Black,Female,Hispanic,1,3,12,2020
1,AIAN,Male,Hispanic,1,2,12,2020
1,Asian,Male,Hispanic,1,1,12,2020
1,Asian,Female,Hispanic,1,1,12,2020
1,TOM,Male,Hispanic,1,2,12,2020
1,TOM,Female,Hispanic,1,2,12,2020
1,White,Male,Not Hispanic,1,2160,13,2020
1,White,Female,Not Hispanic,1,2161,13,2020
1,Black,Male,Not Hispanic,1,73,13,2020
1,Black,Female,Not Hispanic,1,68,13,2020
1,AIAN,Male,Not Hispanic,1,3,13,2020
1,AIAN,Female,Not Hispanic,1,8,13,2020
1,Asian,Male,Not Hispanic,1,14,13,2020
1,Asian,Female,Not Hispanic,1,18,13,2020
1,NHOPI,Male,Not Hispanic,1,1,13,2020
1,TOM,Male,Not Hispanic,1,8,13,2020
1,TOM,Female,Not Hispanic,1,8,13,2020
1,White,Male,Hispanic,1,7,13,2020
1,White,Female,Hispanic,1,20,13,2020
1,Black,Female,Hispanic,1,1,13,2020
1,AIAN,Female,Hispanic,1,1,13,2020
1,Asian,Male,Hispanic,1,2,13,2020
1,TOM,Female,Hispanic,1,1,13,2020
1,White,Male,Not Hispanic,1,1829,14,2020
1,White,Female,Not Hispanic,1,1970,14,2020
1,Black,Male,Not Hispanic,1,66,14,2020
1,Black,Female,Not Hispanic,1,53,14,2020
1,AIAN,Male,Not Hispanic,1,1,14,2020
1,AIAN,Female,Not Hispanic,1,3,14,2020
1,Asian,Male,Not Hispanic,1,14,14,2020
1,Asian,Female,Not Hispanic,1,17,14,2020
1,NHOPI,Male,Not Hispanic,1,1,14,2020
1,NHOPI,Female,Not Hispanic,1,1,14,2020
1,TOM,Male,Not Hispanic,1,9,14,2020
1,TOM,Female,Not Hispanic,1,9,14,2020
1,White,Male,Hispanic,1,9,14,2020
1,White,Female,Hispanic,1,12,14,2020
1,Asian,Male,Hispanic,1,1,14,2020
1,White,Male,Not Hispanic,1,1463,15,2020
1,White,Female,Not Hispanic,1,1640,15,2020
1,Black,Male,Not Hispanic,1,29,15,2020
1,Black,Female,Not Hispanic,1,41,15,2020
1,AIAN,Male,Not Hispanic,1,3,15,2020
1,AIAN,Female,Not Hispanic,1,2,15,2020
1,Asian,Male,Not Hispanic,1,14,15,2020
1,Asian,Female,Not Hispanic,1,11,15,2020
1,NHOPI,Female,Not Hispanic,1,2,15,2020
1,TOM,Male,Not Hispanic,1,10,15,2020
1,TOM,Female,Not Hispanic,1,3,15,2020
1,White,Male,Hispanic,1,9,15,2020
1,White,Female,Hispanic,1,6,15,2020
1,AIAN,Male,Hispanic,1,1,15,2020
1,AIAN,Female,Hispanic,1,1,15,2020
1,TOM,Male,Hispanic,1,1,15,2020
1,TOM,Female,Hispanic,1,1,15,2020
1,White,Male,Not Hispanic,1,1006,16,2020
1,White,Female,Not Hispanic,1,1208,16,2020
1,Black,Male,Not Hispanic,1,22,16,2020
1,Black,Female,Not Hispanic,1,26,16,2020
1,AIAN,Female,Not Hispanic,1,1,16,2020
1,Asian,Male,Not Hispanic,1,7,16,2020
1,Asian,Female,Not Hispanic,1,9,16,2020
1,TOM,Male,Not Hispanic,1,4,16,2020
1,TOM,Female,Not Hispanic,1,5,16,2020
1,White,Male,Hispanic,1,11,16,2020
1,White,Female,Hispanic,1,6,16,2020
1,Black,Female,Hispanic,1,1,16,2020
1,TOM,Male,Hispanic,1,1,16,2020
1,White,Male,Not Hispanic,1,705,17,2020
1,White,Female,Not Hispanic,1,878,17,2020
1,Black,Male,Not Hispanic,1,16,17,2020
1,Black,Female,Not Hispanic,1,21,17,2020
1,AIAN,Male,Not Hispanic,1,1,17,2020
1,Asian,Male,Not Hispanic,1,6,17,2020
1,Asian,Female,Not Hispanic,1,6,17,2020
1,TOM,Male,Not Hispanic,1,1,17,2020
1,TOM,Female,Not Hispanic,1,7,17,2020
1,White,Male,Hispanic,1,3,17,2020
1,White,Female,Hispanic,1,3,17,2020
1,AIAN,Male,Hispanic,1,1,17,2020
1,White,Male,Not Hispanic,1,754,18,2020
1,White,Female,Not Hispanic,1,1123,18,2020
1,Black,Male,Not Hispanic,1,18,18,2020
1,Black,Female,Not Hispanic,1,19,18,2020
1,AIAN,Female,Not Hispanic,1,4,18,2020
1,Asian,Male,Not Hispanic,1,2,18,2020
1,Asian,Female,Not Hispanic,1,4,18,2020
1,TOM,Male,Not Hispanic,1,6,18,2020
1,TOM,Female,Not Hispanic,1,11,18,2020
1,White,Male,Hispanic,1,13,18,2020
1,White,Female,Hispanic,1,6,18,2020
1,White,Male,Not Hispanic,3,72,1,2020
1,White,Female,Not Hispanic,3,73,1,2020
1,Black,Male,Not Hispanic,3,35,1,2020
1,Black,Female,Not Hispanic,3,41,1,2020
1,Asian,Male,Not Hispanic,3,1,1,2020
1,TOM,Male,Not Hispanic,3,9,1,2020
1,TOM,Female,Not Hispanic,3,12,1,2020
1,White,Male,Hispanic,3,2,1,2020
1,White,Female,Hispanic,3,3,1,2020
1,Black,Male,Hispanic,3,1,1,2020
1,Black,Female,Hispanic,3,1,1,2020
1,White,Male,Not Hispanic,3,116,2,2020
1,White,Female,Not Hispanic,3,82,2,2020
1,Black,Male,Not Hispanic,3,50,2,2020
1,Black,Female,Not Hispanic,3,53,2,2020
1,TOM,Male,Not Hispanic,3,18,2,2020
1,TOM,Female,Not Hispanic,3,9,2,2020
1,White,Male,Hispanic,3,4,2,2020
1,White,Female,Hispanic,3,7,2,2020
1,Black,Male,Hispanic,3,1,2,2020
1,Black,Female,Hispanic,3,2,2,2020
1,AIAN,Female,Hispanic,3,1,2,2020
1,TOM,Female,Hispanic,3,2,2,2020
1,White,Male,Not Hispanic,3,86,3,2020
1,White,Female,Not Hispanic,3,85,3,2020
1,Black,Male,Not Hispanic,3,52,3,2020
1,Black,Female,Not Hispanic,3,52,3,2020
1,TOM,Male,Not Hispanic,3,7,3,2020
1,TOM,Female,Not Hispanic,3,14,3,2020
1,White,Male,Hispanic,3,3,3,2020
1,White,Female,Hispanic,3,3,3,2020
1,Black,Female,Hispanic,3,2,3,2020
1,TOM,Male,Hispanic,3,1,3,2020
1,TOM,Female,Hispanic,3,1,3,2020
1,White,Male,Not Hispanic,3,90,4,2020
1,White,Female,Not Hispanic,3,78,4,2020
1,Black,Male,Not Hispanic,3,57,4,2020
1,Black,Female,Not Hispanic,3,51,4,2020
1,AIAN,Male,Not Hispanic,3,1,4,2020
1,Asian,Male,Not Hispanic,3,1,4,2020
1,TOM,Male,Not Hispanic,3,11,4,2020
1,TOM,Female,Not Hispanic,3,6,4,2020
1,White,Male,Hispanic,3,1,4,2020
1,White,Female,Hispanic,3,3,4,2020
1,Black,Male,Hispanic,3,1,4,2020
1,Black,Female,Hispanic,3,1,4,2020
1,White,Male,Not Hispanic,3,52,5,2020
1,White,Female,Not Hispanic,3,49,5,2020
1,Black,Male,Not Hispanic,3,44,5,2020
1,Black,Female,Not Hispanic,3,44,5,2020
1,Asian,Male,Not Hispanic,3,1,5,2020
1,TOM,Male,Not Hispanic,3,2,5,2020
1,TOM,Female,Not Hispanic,3,4,5,2020
1,White,Male,Hispanic,3,2,5,2020
1,White,Female,Hispanic,3,2,5,2020
1,Black,Female,Hispanic,3,1,5,2020
1,White,Male,Not Hispanic,3,78,6,2020
1,White,Female,Not Hispanic,3,80,6,2020
1,Black,Male,Not Hispanic,3,48,6,2020
1,Black,Female,Not Hispanic,3,36,6,2020
1,NHOPI,Male,Not Hispanic,3,1,6,2020
1,TOM,Male,Not Hispanic,3,4,6,2020
1,TOM,Female,Not Hispanic,3,4,6,2020
1,White,Male,Hispanic,3,3,6,2020
1,White,Female,Hispanic,3,1,6,2020
1,Black,Male,Hispanic,3,4,6,2020
1,Black,Female,Hispanic,3,1,6,2020
1,TOM,Female,Hispanic,3,1,6,2020
1,White,Male,Not Hispanic,3,77,7,2020
1,White,Female,Not Hispanic,3,79,7,2020
1,Black,Male,Not Hispanic,3,35,7,2020
1,Black,Female,Not Hispanic,3,42,7,2020
1,AIAN,Male,Not Hispanic,3,1,7,2020
1,NHOPI,Male,Not Hispanic,3,1,7,2020
1,TOM,Male,Not Hispanic,3,2,7,2020
1,White,Male,Hispanic,3,2,7,2020
1,Black,Male,Hispanic,3,1,7,2020
1,TOM,Male,Hispanic,3,3,7,2020
1,White,Male,Not Hispanic,3,83,8,2020
1,White,Female,Not Hispanic,3,82,8,2020
1,Black,Male,Not Hispanic,3,45,8,2020
1,Black,Female,Not Hispanic,3,31,8,2020
1,AIAN,Female,Not Hispanic,3,2,8,2020
1,Asian,Male,Not Hispanic,3,1,8,2020
1,TOM,Male,Not Hispanic,3,4,8,2020
1,TOM,Female,Not Hispanic,3,1,8,2020
1,White,Male,Hispanic,3,2,8,2020
1,White,Female,Hispanic,3,2,8,2020
1,AIAN,Female,Hispanic,3,1,8,2020
1,TOM,Male,Hispanic,3,1,8,2020
1,White,Male,Not Hispanic,3,91,9,2020
1,White,Female,Not Hispanic,3,77,9,2020
1,Black,Male,Not Hispanic,3,34,9,2020
1,Black,Female,Not Hispanic,3,51,9,2020
1,AIAN,Female,Not Hispanic,3,1,9,2020
1,Asian,Female,Not Hispanic,3,1,9,2020
1,NHOPI,Male,Not Hispanic,3,1,9,2020
1,NHOPI,Female,Not Hispanic,3,3,9,2020
1,TOM,Female,Not Hispanic,3,4,9,2020
1,White,Male,Hispanic,3,3,9,2020
1,White,Female,Hispanic,3,2,9,2020
1,Black,Female,Hispanic,3,1,9,2020
1,TOM,Male,Hispanic,3,1,9,2020
1,White,Male,Not Hispanic,3,92,10,2020
1,White,Female,Not Hispanic,3,105,10,2020
1,Black,Male,Not Hispanic,3,35,10,2020
1,Black,Female,Not Hispanic,3,47,10,2020
1,AIAN,Male,Not Hispanic,3,2,10,2020
1,AIAN,Female,Not Hispanic,3,1,10,2020
1,Asian,Male,Not Hispanic,3,1,10,2020
1,NHOPI,Female,Not Hispanic,3,1,10,2020
1,TOM,Male,Not Hispanic,3,2,10,2020
1,White,Male,Not Hispanic,3,111,11,2020
1,White,Female,Not Hispanic,3,94,11,2020
1,Black,Male,Not Hispanic,3,54,11,2020
1,Black,Female,Not Hispanic,3,67,11,2020
1,Asian,Female,Not Hispanic,3,1,11,2020
1,NHOPI,Male,Not Hispanic,3,1,11,2020
1,NHOPI,Female,Not Hispanic,3,1,11,2020
1,TOM,Male,Not Hispanic,3,3,11,2020
1,White,Male,Hispanic,3,2,11,2020
1,White,Male,Not Hispanic,3,151,12,2020
1,White,Female,Not Hispanic,3,140,12,2020
1,Black,Male,Not Hispanic,3,64,12,2020
1,Black,Female,Not Hispanic,3,72,12,2020
1,AIAN,Male,Not Hispanic,3,2,12,2020
1,AIAN,Female,Not Hispanic,3,2,12,2020
1,NHOPI,Female,Not Hispanic,3,1,12,2020
1,TOM,Male,Not Hispanic,3,3,12,2020
1,TOM,Female,Not Hispanic,3,3,12,2020
1,White,Male,Hispanic,3,2,12,2020
1,White,Female,Hispanic,3,1,12,2020
1,Black,Male,Hispanic,3,1,12,2020
1,Black,Female,Hispanic,3,1,12,2020
1,White,Male,Not Hispanic,3,145,13,2020
1,White,Female,Not Hispanic,3,146,13,2020
1,Black,Male,Not Hispanic,3,49,13,2020
1,Black,Female,Not Hispanic,3,59,13,2020
1,AIAN,Male,Not Hispanic,3,3,13,2020
1,AIAN,Female,Not Hispanic,3,4,13,2020
1,Asian,Female,Not Hispanic,3,2,13,2020
1,TOM,Male,Not Hispanic,3,2,13,2020
1,TOM,Female,Not Hispanic,3,1,13,2020
1,White,Male,Hispanic,3,1,13,2020
1,White,Female,Hispanic,3,1,13,2020
1,Black,Female,Hispanic,3,1,13,2020
1,White,Male,Not Hispanic,3,142,14,2020
1,White,Female,Not Hispanic,3,140,14,2020
1,Black,Male,Not Hispanic,3,67,14,2020
1,Black,Female,Not Hispanic,3,84,14,2020
1,AIAN,Male,Not Hispanic,3,3,14,2020
1,Asian,Female,Not Hispanic,3,2,14,2020
1,TOM,Male,Not Hispanic,3,2,14,2020
1,TOM,Female,Not Hispanic,3,2,14,2020
1,White,Male,Hispanic,3,1,14,2020
1,White,Female,Hispanic,3,1,14,2020
1,White,Male,Not Hispanic,3,108,15,2020
1,White,Female,Not Hispanic,3,121,15,2020
1,Black,Male,Not Hispanic,3,30,15,2020
1,Black,Female,Not Hispanic,3,38,15,2020
1,AIAN,Male,Not Hispanic,3,2,15,2020
1,AIAN,Female,Not Hispanic,3,1,15,2020
1,Asian,Female,Not Hispanic,3,1,15,2020
1,NHOPI,Male,Not Hispanic,3,1,15,2020
1,TOM,Female,Not Hispanic,3,1,15,2020
1,White,Male,Hispanic,3,4,15,2020
1,White,Female,Hispanic,3,1,15,2020
1,White,Male,Not Hispanic,3,71,16,2020
1,White,Female,Not Hispanic,3,94,16,2020
1,Black,Male,Not Hispanic,3,16,16,2020
1,Black,Female,Not Hispanic,3,22,16,2020
1,AIAN,Female,Not Hispanic,3,1,16,2020
1,TOM,Female,Not Hispanic,3,1,16,2020
1,White,Female,Hispanic,3,1,16,2020
1,White,Male,Not Hispanic,3,54,17,2020
1,White,Female,Not Hispanic,3,64,17,2020
1,Black,Male,Not Hispanic,3,16,17,2020
1,Black,Female,Not Hispanic,3,16,17,2020
1,Asian,Male,Not Hispanic,3,1,17,2020
1,TOM,Male,Not Hispanic,3,2,17,2020
1,TOM,Female,Not Hispanic,3,1,17,2020
1,White,Female,Hispanic,3,1,17,2020
1,Black,Female,Hispanic,3,1,17,2020
1,White,Male,Not Hispanic,3,32,18,2020
1,White,Female,Not Hispanic,3,66,18,2020
1,Black,Male,Not Hispanic,3,19,18,2020
1,Black,Female,Not Hispanic,3,20,18,2020
1,AIAN,Male,Not Hispanic,3,1,18,2020
1,Asian,Female,Not Hispanic,3,2,18,2020
1,TOM,Male,Not Hispanic,3,2,18,2020
1,TOM,Female,Not Hispanic,3,3,18,2020
1,White,Female,Hispanic,3,1,18,2020
1,White,Male,Not Hispanic,5,329,1,2020
1,White,Female,Not Hispanic,5,298,1,2020
1,Black,Male,Not Hispanic,5,13,1,2020
1,Black,Female,Not Hispanic,5,11,1,2020
1,AIAN,Male,Not Hispanic,5,3,1,2020
1,AIAN,Female,Not Hispanic,5,2,1,2020
1,Asian,Male,Not Hispanic,5,2,1,2020
1,Asian,Female,Not Hispanic,5,1,1,2020
1,TOM,Male,Not Hispanic,5,22,1,2020
1,TOM,Female,Not Hispanic,5,23,1,2020
1,White,Male,Hispanic,5,5,1,2020
1,White,Female,Hispanic,5,14,1,2020
1,AIAN,Male,Hispanic,5,1,1,2020
1,TOM,Male,Hispanic,5,1,1,2020
1,TOM,Female,Hispanic,5,2,1,2020
1,White,Male,Not Hispanic,5,353,2,2020
1,White,Female,Not Hispanic,5,358,2,2020
1,Black,Male,Not Hispanic,5,11,2,2020
1,Black,Female,Not Hispanic,5,9,2,2020
1,AIAN,Male,Not Hispanic,5,3,2,2020
1,AIAN,Female,Not Hispanic,5,2,2,2020
1,Asian,Male,Not Hispanic,5,6,2,2020
1,TOM,Male,Not Hispanic,5,32,2,2020
1,TOM,Female,Not Hispanic,5,19,2,2020
1,White,Male,Hispanic,5,16,2,2020
1,White,Female,Hispanic,5,11,2,2020
1,AIAN,Female,Hispanic,5,3,2,2020
1,Asian,Female,Hispanic,5,1,2,2020
1,White,Male,Not Hispanic,5,437,3,2020
1,White,Female,Not Hispanic,5,389,3,2020
1,Black,Male,Not Hispanic,5,7,3,2020
1,Black,Female,Not Hispanic,5,17,3,2020
1,Asian,Male,Not Hispanic,5,5,3,2020
1,Asian,Female,Not Hispanic,5,1,3,2020
1,TOM,Male,Not Hispanic,5,13,3,2020
1,TOM,Female,Not Hispanic,5,13,3,2020
1,White,Male,Hispanic,5,13,3,2020
1,White,Female,Hispanic,5,9,3,2020
1,NHOPI,Male,Hispanic,5,1,3,2020
1,TOM,Male,Hispanic,5,1,3,2020
1,White,Male,Not Hispanic,5,598,4,2020
1,White,Female,Not Hispanic,5,582,4,2020
1,Black,Male,Not Hispanic,5,26,4,2020
1,Black,Female,Not Hispanic,5,20,4,2020
1,AIAN,Female,Not Hispanic,5,4,4,2020
1,Asian,Male,Not Hispanic,5,15,4,2020
1,Asian,Female,Not Hispanic,5,4,4,2020
1,TOM,Male,Not Hispanic,5,10,4,2020
1,TOM,Female,Not Hispanic,5,6,4,2020
1,White,Male,Hispanic,5,19,4,2020
1,White,Female,Hispanic,5,11,4,2020
1,Black,Male,Hispanic,5,1,4,2020
1,Black,Female,Hispanic,5,1,4,2020
